Player,FantPt,Cmp,Att,Tgt,Rt,Ret,Touch,Game_day_of_week,Game_num,Week_num,Date,Age,Team,,Opp,Result,PassingCmp,PassingAtt,PassingInc,PassingCmp%,PassingYds,PassingTD,PassingInt,PassingPick6,PassingTD%,PassingInt%,PassingRate,PassingSk,PassingYds2,PassingSk%,PassingY/A,PassingAY/A,PassingANY/A,PassingY/C,Touch2,TotOff,YScm,APYd,RtY,FantasyFantPt,FantasyPPR,FantasyDKPt,FantasyFDPt,RushingAtt,RushingYds,RushingY/A,RushingTD,Rushing1D,Kick ReturnsRt,Kick ReturnsYds,Kick ReturnsY/Rt,Kick ReturnsKRTD,ReceivingTgt,ReceivingRec,ReceivingYds,ReceivingY/R,ReceivingTD,ReceivingCtch%,ReceivingY/Tgt,Receiving1D,Punt ReturnsRet,Punt ReturnsYds,Punt ReturnsY/R,Punt ReturnsPRTD,Pos.,Draft
Carson Wentz,27.78,30,2,0,0,0,2,Sun,2,2,2022-09-18,29-262,WAS,@,DET,L 27-36,30,46,16,65.2,337,3,1,,6.5,2.2,99.6,5,29,9.80,7.3,7.65,6.33,11.2,2,331,23,23,0,27.78,27.78,31.8,28.8,2,23,11.5,0,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-2
Carson Wentz,27.72,27,6,0,0,0,6,Sun,1,1,2022-09-11,29-255,WAS,,JAX,W 28-22,27,41,14,65.9,313,4,2,,9.8,4.9,101.0,1,8,2.38,7.6,7.39,7.02,11.6,6,317,12,12,0,27.72,27.72,32.7,29.7,6,12,2.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-2
Rashaad Penny,27.70,0,17,1,0,0,18,Sun,4,4,2022-10-02,26-242,SEA,@,DET,W 48-45,0,0,0,,0,0,0,,,,,0,0,,,,,,18,151,157,157,0,27.70,28.70,31.7,28.2,17,151,8.9,2,6,0,0,,0,1,1,6,6.0,0,100.0,6.0,1,0,0,,0,RB,1-27
Jalen Hurts,27.66,26,15,0,0,0,15,Sun,5,5,2022-10-09,24-063,PHI,@,ARI,W 20-17,26,36,10,72.2,239,0,0,,0.0,0.0,89.9,2,21,5.26,6.6,6.64,5.74,9.2,15,279,61,61,0,27.66,27.66,27.7,27.7,15,61,4.1,2,8,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-53
Jalen Hurts,27.60,22,9,0,0,0,9,Sun,3,3,2022-09-25,24-049,PHI,@,WAS,W 24-8,22,35,13,62.9,340,3,0,,8.6,0.0,123.5,3,12,7.89,9.7,11.43,10.21,15.5,9,348,20,20,0,27.60,27.60,30.6,27.6,9,20,2.2,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-53
Miles Sanders,27.60,0,27,3,0,0,29,Sun,4,4,2022-10-02,25-154,PHI,,JAX,W 29-21,0,0,0,,0,0,0,,,,,0,0,,,,,,29,134,156,156,0,27.60,29.60,32.6,28.6,27,134,5.0,2,7,0,0,,0,3,2,22,11.0,0,66.7,7.3,1,0,0,,0,RB,2-53
Miles Sanders,27.50,0,17,3,0,0,18,Sun,13,14,2022-12-11,25-224,PHI,@,NYG,W 48-22,0,0,0,,0,0,0,,,,,0,0,,,,,,18,144,155,155,0,27.50,28.50,31.5,28.0,17,144,8.5,2,6,0,0,,0,3,1,11,11.0,0,33.3,3.7,1,0,0,,0,RB,2-53
Patrick Mahomes,27.46,20,4,0,0,0,4,Sun,10,11,2022-11-20,27-064,KAN,@,LAC,W 30-27,20,34,14,58.8,329,3,0,,8.8,0.0,120.8,1,7,2.86,9.7,11.44,10.91,16.5,4,345,23,23,0,27.46,27.46,30.5,27.5,4,23,5.8,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-10
Saquon Barkley,27.40,0,18,7,0,0,24,Sun,1,1,2022-09-11,25-214,NYG,@,TEN,W 21-20,0,0,0,,0,0,0,,,,,0,0,,,,,,24,164,194,194,0,27.40,33.40,36.4,30.4,18,164,9.1,1,7,0,0,,0,7,6,30,5.0,0,85.7,4.3,0,0,0,,0,RB,1-2
Davante Adams,27.30,0,0,11,0,0,7,Sun,16,17,2023-01-01,30-008,LVR,,SFO,L 34-37 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,153,153,0,27.30,34.30,37.3,30.8,0,0,,0,0,0,0,,0,11,7,153,21.9,2,63.6,13.9,4,0,0,,0,WR,2-53
Christian McCaffrey,27.30,0,14,3,0,0,16,Sun,13,14,2022-12-11,26-187,SFO,,TAM,W 35-7,0,0,0,,0,0,0,,,,,0,0,,,,,,16,119,153,153,0,27.30,29.30,32.3,28.3,14,119,8.5,1,6,0,0,,0,3,2,34,17.0,1,66.7,11.3,1,0,0,,0,RB,1-8
Matt Ryan,27.16,42,1,0,0,0,1,Sun,6,6,2022-10-16,37-152,IND,,JAX,W 34-27,42,58,16,72.4,389,3,0,,5.2,0.0,107.6,0,0,0.00,6.7,7.74,7.74,9.3,1,385,-4,-4,0,27.16,27.16,30.2,27.2,1,-4,-4.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-3
CeeDee Lamb,27.00,0,0,15,0,0,11,Sun,9,10,2022-11-13,23-219,DAL,@,GNB,L 28-31 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,11,0,150,150,0,27.00,38.00,41.0,32.5,0,0,,0,0,0,0,,0,15,11,150,13.6,2,73.3,10.0,8,0,0,,0,WR,1-17
Patrick Mahomes,26.92,25,0,0,0,0,0,Sun,7,7,2022-10-23,27-036,KAN,@,SFO,W 44-23,25,34,9,73.5,423,3,1,,8.8,2.9,132.4,1,6,2.86,12.4,12.88,12.34,16.9,0,417,0,0,0,26.92,26.92,30.9,27.9,0,0,,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-10
Joe Flacco,26.88,26,2,0,0,0,2,Sun,2,2,2022-09-18,37-245,NYJ,@,CLE,W 31-30,26,44,18,59.1,307,4,0,,9.1,0.0,110.7,2,15,4.35,7.0,8.80,8.09,11.8,2,298,6,6,0,26.88,26.88,30.9,26.9,2,6,3.0,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-18
Trevor Lawrence,26.82,27,3,0,0,0,3,Sun,14,15,2022-12-18,23-073,JAX,,DAL,W 40-34 (OT),27,42,15,64.3,318,4,1,,9.5,2.4,109.0,1,7,2.33,7.6,8.40,8.05,11.8,3,332,21,21,0,26.82,26.82,31.8,27.8,3,21,7.0,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Josh Allen,26.70,42,8,0,0,0,8,Sun,3,3,2022-09-25,26-127,BUF,@,MIA,L 19-21,42,63,21,66.7,400,2,0,,3.2,0.0,94.7,4,18,5.97,6.3,6.98,6.30,9.5,8,429,47,46,0,26.70,26.70,30.7,26.7,8,47,5.9,0,5,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-7
Joe Burrow,26.70,24,4,0,0,0,4,Sun,10,11,2022-11-20,25-345,CIN,@,PIT,W 37-30,24,39,15,61.5,355,4,2,,10.3,5.1,104.1,2,9,4.88,9.1,8.85,8.20,14.8,4,351,5,5,0,26.70,26.70,31.7,28.7,4,5,1.3,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Davante Adams,26.60,0,0,17,0,0,10,Sun,8,9,2022-11-06,29-317,LVR,@,JAX,L 20-27,0,0,0,,0,0,0,,,,,0,0,,,,,,10,0,146,146,0,26.60,36.60,39.6,31.6,0,0,,0,0,0,0,,0,17,10,146,14.6,2,58.8,8.6,6,0,0,,0,WR,2-53
Andy Dalton,26.54,30,4,0,0,0,4,Thu,7,7,2022-10-20,34-356,NOR,@,ARI,L 34-42,30,47,17,63.8,361,4,3,2,8.5,6.4,89.1,0,0,0.00,7.7,6.51,6.51,12.0,4,382,21,21,0,26.54,26.54,32.5,29.5,4,21,5.3,0,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-35
Travis Kelce,26.50,0,0,8,0,0,7,Mon,5,5,2022-10-10,33-005,KAN,,LVR,W 30-29,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,25,25,0,26.50,33.50,33.5,30.0,0,0,,0,0,0,0,,0,8,7,25,3.6,4,87.5,3.1,5,0,0,,0,TE,3-63
Russell Wilson,26.48,17,4,1,0,0,5,Sun,4,4,2022-10-02,33-307,DEN,@,LVR,L 23-32,17,25,8,68.0,237,2,0,,8.0,0.0,124.9,3,23,10.71,9.5,11.08,9.07,13.9,5,243,30,30,0,26.48,27.48,27.5,27.0,4,29,7.3,1,2,0,0,,0,1,1,1,1.0,0,100.0,1.0,0,0,0,,0,QB,3-75
Josh Allen,26.36,27,12,0,0,0,12,Sun,6,6,2022-10-16,26-148,BUF,@,KAN,W 24-20,27,40,13,67.5,329,3,0,,7.5,0.0,117.6,1,11,2.44,8.2,9.73,9.22,12.2,12,350,32,32,0,26.36,26.36,30.4,26.4,12,32,2.7,0,4,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-7
Jerick McKinnon,26.20,0,10,8,0,0,18,Sun,14,15,2022-12-18,30-229,KAN,@,HOU,W 30-24 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,18,52,122,122,0,26.20,34.20,34.2,30.2,10,52,5.2,1,2,0,0,,0,8,8,70,8.8,1,100.0,8.8,4,0,0,,0,RB,3-96
Samaje Perine,26.20,0,11,4,0,0,15,Sun,10,11,2022-11-20,27-065,CIN,@,PIT,W 37-30,0,0,0,,0,0,0,,,,,0,0,,,,,,15,30,82,82,0,26.20,30.20,30.2,28.2,11,30,2.7,0,2,0,0,,0,4,4,52,13.0,3,100.0,13.0,3,0,0,,0,RB,4-114
Davante Adams,26.10,0,0,13,0,0,7,Sun,10,11,2022-11-20,29-331,LVR,@,DEN,W 22-16 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,141,141,0,26.10,33.10,36.1,29.6,0,0,,0,0,0,0,,0,13,7,141,20.1,2,53.8,10.8,6,0,0,,0,WR,2-53
Jared Goff,26.10,27,2,0,0,0,2,Sun,13,14,2022-12-11,28-058,DET,,MIN,W 34-23,27,39,12,69.2,330,3,0,,7.7,0.0,120.7,0,0,0.00,8.5,10.00,10.00,12.2,2,339,9,9,0,26.10,26.10,29.1,26.1,2,9,4.5,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Justin Fields,26.04,17,8,0,0,0,8,Sun,8,8,2022-10-30,23-239,CHI,@,DAL,L 29-49,17,23,6,73.9,151,2,0,,8.7,0.0,120.0,4,25,14.81,6.6,8.30,6.15,8.9,8,186,60,60,0,26.04,26.04,26.0,26.0,8,60,7.5,1,5,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-11
Jared Goff,26.04,20,2,0,0,0,2,Sun,2,2,2022-09-18,27-339,DET,,WAS,W 36-27,20,34,14,58.8,256,4,0,,11.8,0.0,121.7,3,22,8.11,7.5,9.88,8.49,12.8,2,232,-2,-2,0,26.04,26.04,26.0,26.0,2,-2,-1.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Jarrett Stidham,26.00,23,7,0,0,0,7,Sun,16,17,2023-01-01,26-146,LVR,,SFO,L 34-37 (OT),23,34,11,67.6,365,3,2,,8.8,5.9,108.1,0,0,0.00,10.7,9.85,9.85,15.9,7,399,34,34,0,26.00,26.00,31.0,28.0,7,34,4.9,0,4,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,4-133
Leonard Fournette,25.90,0,14,11,0,0,24,Sun,5,5,2022-10-09,27-264,TAM,,ATL,W 21-15,0,0,0,,0,0,0,,,,,0,0,,,,,,24,56,139,139,0,25.90,35.90,35.9,30.9,14,56,4.0,1,3,0,0,,0,11,10,83,8.3,1,90.9,7.5,5,0,0,,0,RB,1-4
Kyler Murray,25.88,31,5,0,0,0,5,Sun,2,2,2022-09-18,25-042,ARI,@,LVR,W 29-23 (OT),31,49,18,63.3,277,1,1,,2.0,2.0,76.7,1,7,2.00,5.7,5.14,4.90,8.9,5,298,28,28,0,25.88,25.88,26.9,26.9,5,28,5.6,1,4,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Jacoby Brissett,25.86,28,7,0,0,0,7,Sun,10,11,2022-11-20,29-344,CLE,@,BUF,L 23-31,28,41,13,68.3,324,3,0,,7.3,0.0,116.3,1,8,2.38,7.9,9.37,8.95,11.6,7,345,29,28,0,25.86,25.86,29.9,25.9,7,29,4.1,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,3-91
Jared Goff,25.70,25,3,0,0,0,3,Sat,15,16,2022-12-24,28-071,DET,@,CAR,L 23-37,25,42,17,59.5,355,3,0,,7.1,0.0,110.7,2,19,4.55,8.5,9.88,9.00,14.2,3,351,15,14,0,25.70,25.70,29.7,25.7,3,15,5.0,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Breece Hall,25.70,0,18,2,0,0,20,Sun,5,5,2022-10-09,21-131,NYJ,,MIA,W 40-17,0,0,0,,0,0,0,,,,,0,0,,,,,,20,97,197,197,0,25.70,27.70,30.7,26.7,18,97,5.4,1,4,0,0,,0,2,2,100,50.0,0,100.0,50.0,2,0,0,,0,RB,2-36
Russell Wilson,25.58,23,4,0,0,0,4,Sun,13,14,2022-12-11,34-012,DEN,,KAN,L 28-34,23,36,13,63.9,247,3,1,1,8.3,2.8,100.1,6,49,14.29,6.9,7.28,5.07,10.7,4,255,57,57,0,25.58,25.58,26.6,26.6,4,57,14.3,0,3,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,3-75
Jimmy Garoppolo,25.42,20,1,0,0,0,1,Mon,10,11,2022-11-21,31-019,SFO,@,ARI,W 38-10,20,29,9,69.0,228,4,0,,13.8,0.0,131.9,0,0,0.00,7.9,10.62,10.62,11.4,1,231,3,3,0,25.42,25.42,25.4,25.4,1,3,3.0,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-62
Tom Brady,25.40,39,0,0,0,0,0,Sun,4,4,2022-10-02,45-060,TAM,,KAN,L 31-41,39,52,13,75.0,385,3,0,,5.8,0.0,114.7,1,12,1.89,7.4,8.56,8.17,9.9,0,373,0,0,0,25.40,25.40,29.4,25.4,0,0,,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,6-199
Nick Chubb,25.40,0,17,1,0,0,17,Sun,5,5,2022-10-09,26-286,CLE,,LAC,L 28-30,0,0,0,,0,0,0,,,,,0,0,,,,,,17,134,134,134,0,25.40,25.40,28.4,25.4,17,134,7.9,2,6,0,0,,0,1,0,0,,0,0.0,0.0,0,0,0,,0,RB,2-35
Jerick McKinnon,25.40,0,6,9,0,0,13,Sun,13,14,2022-12-11,30-222,KAN,@,DEN,W 34-28,0,0,0,,0,0,0,,,,,0,0,,,,,,13,22,134,134,0,25.40,32.40,35.4,28.9,6,22,3.7,0,2,0,0,,0,9,7,112,16.0,2,77.8,12.4,4,0,0,,0,RB,3-96
Dak Prescott,25.40,21,5,0,0,0,5,Sun,8,8,2022-10-30,29-093,DAL,,CHI,W 49-29,21,27,6,77.8,250,2,1,,7.4,3.7,114.5,1,8,3.57,9.3,9.07,8.46,11.9,5,276,34,34,0,25.40,25.40,26.4,26.4,5,34,6.8,1,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,4-135
Josh Jacobs,25.30,0,21,5,0,0,26,Mon,5,5,2022-10-10,24-241,LVR,@,KAN,L 29-30,0,0,0,,0,0,0,,,,,0,0,,,,,,26,154,193,193,0,25.30,30.30,33.3,27.8,21,154,7.3,1,9,0,0,,0,5,5,39,7.8,0,100.0,7.8,1,0,0,,0,RB,1-24
Justin Jefferson,25.30,0,0,16,0,0,10,Sun,9,10,2022-11-13,23-150,MIN,@,BUF,W 33-30 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,10,0,193,193,0,25.30,35.30,38.3,30.3,0,0,,0,0,0,0,,0,16,10,193,19.3,1,62.5,12.1,8,0,0,,0,WR,1-22
Jerry Jeudy,25.30,0,0,9,0,0,8,Sun,13,14,2022-12-11,23-231,DEN,,KAN,L 28-34,0,0,0,,0,0,0,,,,,0,0,,,,,,8,0,73,73,0,25.30,33.30,33.3,29.3,0,0,,0,0,0,0,,0,9,8,73,9.1,3,88.9,8.1,4,0,0,,0,WR,1-15
Christian McCaffrey,25.30,0,19,9,0,0,25,Sun,16,17,2023-01-01,26-208,SFO,@,LVR,W 37-34 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,25,121,193,193,0,25.30,31.30,34.3,28.3,19,121,6.4,1,6,0,0,,0,9,6,72,12.0,0,66.7,8.0,3,0,0,,0,RB,1-8
Kyler Murray,25.24,18,7,0,0,0,7,Sun,12,12,2022-11-27,25-112,ARI,,LAC,L 24-25,18,29,11,62.1,191,2,1,,6.9,3.4,89.9,1,6,3.33,6.6,6.41,6.00,10.6,7,241,56,56,0,25.24,25.24,26.2,26.2,7,56,8.0,1,4,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Ja'Marr Chase,25.20,0,0,10,0,0,7,Sun,6,6,2022-10-16,22-229,CIN,@,NOR,W 30-26,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,132,132,0,25.20,32.20,35.2,28.7,0,0,,0,0,0,0,,0,10,7,132,18.9,2,70.0,13.2,5,0,0,,0,WR,1-5
Derrick Henry ,25.20,0,28,2,0,0,30,Sun,5,5,2022-10-09,28-278,TEN,@,WAS,W 21-17,0,0,0,,0,0,0,,,,,0,0,,,,,,30,102,132,132,0,25.20,27.20,30.2,26.2,28,102,3.6,2,7,0,0,,0,2,2,30,15.0,0,100.0,15.0,1,0,0,,0,RB,2-45
Trevor Lawrence,25.18,28,3,0,0,0,3,Sun,3,3,2022-09-25,22-354,JAX,@,LAC,W 38-10,28,39,11,71.8,262,3,0,,7.7,0.0,115.5,0,0,0.00,6.7,8.26,8.26,9.4,3,269,7,7,0,25.18,25.18,25.2,25.2,3,7,2.3,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Ja'Marr Chase,25.00,0,0,11,0,0,8,Sun,7,7,2022-10-23,22-236,CIN,,ATL,W 35-17,0,0,0,,0,0,0,,,,,0,0,,,,,,8,0,130,130,0,25.00,33.00,36.0,29.0,0,0,,0,0,0,0,,0,11,8,130,16.3,2,72.7,11.8,6,0,0,,0,WR,1-5
Kirk Cousins,25.00,31,0,0,0,0,0,Sun,13,14,2022-12-11,34-114,MIN,@,DET,L 23-34,31,41,10,75.6,425,2,0,,4.9,0.0,124.5,3,26,6.82,10.4,11.34,9.98,13.7,0,399,0,0,0,25.00,25.00,28.0,25.0,0,0,,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,4-102
Trevor Lawrence,24.94,29,2,0,0,0,2,Sun,11,12,2022-11-27,23-052,JAX,,BAL,W 28-27,29,37,8,78.4,321,3,0,,8.1,0.0,129.8,4,27,9.76,8.7,10.30,8.63,11.1,2,295,1,1,0,24.94,24.94,28.9,24.9,2,1,0.5,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Trevor Lawrence,24.90,20,6,0,0,0,6,Sun,6,6,2022-10-16,23-010,JAX,@,IND,L 27-34,20,22,2,90.9,165,1,0,,4.5,0.0,113.1,4,29,15.38,7.5,8.41,6.00,8.3,6,159,23,23,0,24.90,24.90,24.9,24.9,6,23,3.8,2,5,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Kenneth Walker III,24.90,0,26,4,0,0,29,Sun,9,9,2022-11-06,22-017,SEA,@,ARI,W 31-21,0,0,0,,0,0,0,,,,,0,0,,,,,,29,109,129,129,0,24.90,27.90,30.9,26.4,26,109,4.2,2,7,0,0,,0,4,3,20,6.7,0,75.0,5.0,1,0,0,,0,RB,2-41
Josh Allen,24.80,18,9,0,0,0,9,Sun,8,9,2022-11-06,26-169,BUF,@,NYJ,L 17-20,18,34,16,52.9,205,0,2,,0.0,5.9,46.8,5,22,12.82,6.0,3.38,2.38,11.4,9,269,86,86,0,24.80,24.80,26.8,26.8,9,86,9.6,2,7,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-7
Joe Burrow,24.80,27,3,0,0,0,3,Sun,14,15,2022-12-18,26-008,CIN,@,TAM,W 34-23,27,39,12,69.2,200,4,1,,10.3,2.6,104.6,2,16,4.88,5.1,6.03,5.34,7.4,3,192,8,8,0,24.80,24.80,25.8,25.8,3,8,2.7,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Mike White,24.80,22,3,0,0,0,3,Sun,11,12,2022-11-27,27-247,NYJ,,CHI,W 31-10,22,28,6,78.6,315,3,0,,10.7,0.0,149.3,1,7,3.45,11.3,13.39,12.69,14.3,3,310,2,2,0,24.80,24.80,27.8,24.8,3,2,0.7,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,5-171
Jalen Hurts,24.72,18,17,0,0,0,17,Sun,1,1,2022-09-11,24-035,PHI,@,DET,W 38-35,18,32,14,56.3,243,0,0,,0.0,0.0,80.6,1,4,3.03,7.6,7.59,7.24,13.5,17,329,90,90,0,24.72,24.72,24.7,24.7,17,90,5.3,1,6,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-53
Austin Ekeler,24.70,0,9,12,0,0,21,Sun,7,7,2022-10-23,27-159,LAC,,SEA,L 23-37,0,0,0,,0,0,0,,,,,0,0,,,,,,21,31,127,127,0,24.70,36.70,36.7,30.7,9,31,3.4,1,2,0,0,,0,12,12,96,8.0,1,100.0,8.0,7,0,0,,0,RB,
Daniel Jones,24.64,27,7,0,0,0,7,Sun,10,11,2022-11-20,25-177,NYG,,DET,L 18-31,27,44,17,61.4,341,1,2,,2.3,4.5,74.1,2,17,4.35,7.8,6.16,5.52,12.6,7,374,50,50,0,24.64,24.64,29.6,26.6,7,50,7.1,1,5,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-6
Kyler Murray,24.64,31,6,0,0,0,6,Sun,8,8,2022-10-30,25-084,ARI,@,MIN,L 26-34,31,44,13,70.5,326,3,2,,6.8,4.5,95.5,4,29,8.33,7.4,6.73,5.56,10.5,6,333,36,41,0,24.64,24.64,29.6,26.6,6,36,6.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Travis Etienne,24.60,0,28,2,0,0,30,Sun,9,9,2022-11-06,23-284,JAX,,LVR,W 27-20,0,0,0,,0,0,0,,,,,0,0,,,,,,30,109,126,126,0,24.60,26.60,29.6,25.6,28,109,3.9,2,8,0,0,,0,2,2,17,8.5,0,100.0,8.5,0,0,0,,0,RB,1-25
Patrick Mahomes,24.52,29,4,1,0,0,5,Sun,16,17,2023-01-01,27-106,KAN,,DEN,W 27-24,29,42,13,69.0,328,3,1,,7.1,2.4,106.1,0,0,0.00,7.8,8.17,8.17,11.3,5,336,14,14,0,24.52,25.52,29.5,26.0,4,8,2.0,0,0,0,0,,0,1,1,6,6.0,0,100.0,6.0,0,0,0,,0,QB,1-10
Davante Adams,24.40,0,0,7,0,0,3,Mon,5,5,2022-10-10,29-290,LVR,@,KAN,L 29-30,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,124,124,0,24.40,27.40,30.4,25.9,0,0,,0,0,0,0,,0,7,3,124,41.3,2,42.9,17.7,3,0,0,,0,WR,2-53
Nick Chubb,24.40,0,23,1,0,0,24,Mon,8,8,2022-10-31,26-308,CLE,,CIN,W 32-13,0,0,0,,0,0,0,,,,,0,0,,,,,,24,101,104,104,0,24.40,25.40,28.4,24.9,23,101,4.4,2,5,0,0,,0,1,1,3,3.0,0,100.0,3.0,0,0,0,,0,RB,2-35
Jamaal Williams,24.40,0,17,0,0,0,17,Sun,10,11,2022-11-20,27-231,DET,@,NYG,W 31-18,0,0,0,,0,0,0,,,,,0,0,,,,,,17,64,64,64,0,24.40,24.40,24.4,24.4,17,64,3.8,3,6,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,4-134
Jalen Hurts,24.20,18,16,0,0,0,16,Sun,10,11,2022-11-20,24-105,PHI,@,IND,W 17-16,18,25,7,72.0,190,1,0,,4.0,0.0,107.1,3,17,10.71,7.6,8.40,6.89,10.6,16,259,86,86,0,24.20,24.20,25.2,24.2,16,86,5.4,1,8,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-53
Kirk Cousins,24.16,34,1,0,0,0,1,Sat,15,16,2022-12-24,34-127,MIN,,NYG,W 27-24,34,48,14,70.8,299,3,0,,6.3,0.0,107.9,4,29,7.69,6.2,7.48,6.35,8.8,1,272,2,2,0,24.16,24.16,24.2,24.2,1,2,2.0,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,4-102
Marcus Mariota,24.16,13,6,0,0,0,6,Sun,6,6,2022-10-16,28-351,ATL,,SFO,W 28-14,13,14,1,92.9,129,2,0,,14.3,0.0,144.6,2,8,12.50,9.2,12.07,10.06,9.9,6,171,50,50,0,24.16,24.16,24.2,24.2,6,50,8.3,1,4,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-2
Dalvin Cook,24.10,0,18,2,0,0,20,Sun,5,5,2022-10-09,27-060,MIN,,CHI,W 29-22,0,0,0,,0,0,0,,,,,0,0,,,,,,20,94,121,121,0,24.10,26.10,26.1,25.1,18,94,5.2,2,6,0,0,,0,2,2,27,13.5,0,100.0,13.5,1,0,0,,0,RB,2-41
Tua Tagovailoa,24.08,21,5,0,0,0,5,Sun,9,9,2022-11-06,24-249,MIA,@,CHI,W 35-32,21,30,9,70.0,302,3,0,,10.0,0.0,135.7,0,0,0.00,10.1,12.07,12.07,14.4,5,302,0,0,0,24.08,24.08,27.1,24.1,5,0,0.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-5
Geno Smith,24.02,16,3,0,0,0,3,Sun,5,5,2022-10-09,31-364,SEA,@,NOR,L 32-39,16,25,9,64.0,268,3,0,,12.0,0.0,139.7,3,23,10.71,10.7,13.12,10.89,16.8,3,258,13,13,0,24.02,24.02,24.0,24.0,3,13,4.3,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-39
Mecole Hardman,24.00,0,2,4,1,0,6,Sun,7,7,2022-10-23,24-225,KAN,@,SFO,W 44-23,0,0,0,,0,0,0,,,,,0,0,,,,,,6,28,60,64,4,24.00,28.00,28.0,26.0,2,28,14.0,2,2,1,4,4.0,0,4,4,32,8.0,1,100.0,8.0,2,0,0,,0,WR,2-56
George Kittle,24.00,0,0,8,0,0,6,Sat,15,16,2022-12-24,29-076,SFO,,WAS,W 37-20,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,120,120,0,24.00,30.00,33.0,27.0,0,0,,0,0,0,0,,0,8,6,120,20.0,2,75.0,15.0,5,0,0,,0,TE,5-146
CeeDee Lamb,24.00,0,0,11,0,0,10,Sat,15,16,2022-12-24,23-260,DAL,,PHI,W 40-34,0,0,0,,0,0,0,,,,,0,0,,,,,,10,0,120,120,0,24.00,34.00,37.0,29.0,0,0,,0,0,0,0,,0,11,10,120,12.0,2,90.9,10.9,6,0,0,,0,WR,1-17
A.J. Brown,23.90,0,0,10,0,0,8,Sun,12,13,2022-12-04,25-157,PHI,,TEN,W 35-10,0,0,0,,0,0,0,,,,,0,0,,,,,,8,0,119,119,0,23.90,31.90,34.9,27.9,0,0,,0,0,0,0,,0,10,8,119,14.9,2,80.0,11.9,5,0,0,,0,WR,2-51
