Player,FantPt,Cmp,Att,Tgt,Rt,Ret,Touch,Game_day_of_week,Game_num,Week_num,Date,Age,Team,,Opp,Result,PassingCmp,PassingAtt,PassingInc,PassingCmp%,PassingYds,PassingTD,PassingInt,PassingPick6,PassingTD%,PassingInt%,PassingRate,PassingSk,PassingYds2,PassingSk%,PassingY/A,PassingAY/A,PassingANY/A,PassingY/C,Touch2,TotOff,YScm,APYd,RtY,FantasyFantPt,FantasyPPR,FantasyDKPt,FantasyFDPt,RushingAtt,RushingYds,RushingY/A,RushingTD,Rushing1D,Kick ReturnsRt,Kick ReturnsYds,Kick ReturnsY/Rt,Kick ReturnsKRTD,ReceivingTgt,ReceivingRec,ReceivingYds,ReceivingY/R,ReceivingTD,ReceivingCtch%,ReceivingY/Tgt,Receiving1D,Punt ReturnsRet,Punt ReturnsYds,Punt ReturnsY/R,Punt ReturnsPRTD,Pos.,Draft
Brycen Hopkins,2.10,0,0,1,0,0,1,Sun,16,17,2023-01-01,25-280,LAR,@,LAC,L 10-31,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,21,21,0,2.10,3.10,3.1,2.6,0,0,,0,0,0,0,,0,1,1,21,21.0,0,100.0,21.0,1,0,0,,0,TE,4-136
Kareem Hunt,2.10,0,5,2,0,0,6,Sun,11,12,2022-11-27,27-113,CLE,,TAM,W 23-17 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,6,15,21,21,0,2.10,3.10,3.1,2.6,5,15,3.0,0,2,0,0,,0,2,1,6,6.0,0,50.0,3.0,0,0,0,,0,RB,3-86
Hayden Hurst,2.10,0,0,3,0,0,3,Sun,6,6,2022-10-16,29-053,CIN,@,NOR,W 30-26,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,21,21,0,2.10,5.10,5.1,3.6,0,0,,0,,0,0,,0,3,3,21,7.0,0,100.0,7.0,,0,0,,0,TE,1-25
Jauan Jennings,2.10,0,0,3,0,0,2,Sat,15,16,2022-12-24,25-167,SFO,,WAS,W 37-20,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,21,21,0,2.10,4.10,4.1,3.1,0,0,,0,0,0,0,,0,3,2,21,10.5,0,66.7,7.0,1,0,0,,0,WR,7-217
Cade Johnson,2.10,0,0,2,0,0,2,Sun,17,18,2023-01-08,24-273,SEA,,LAR,W 19-16 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,21,21,0,2.10,4.10,4.1,3.1,0,0,,0,0,0,0,,0,2,2,21,10.5,0,100.0,10.5,2,0,0,,0,WR,
Juwan Johnson,2.10,0,0,1,0,0,1,Sun,17,18,2023-01-08,26-117,NOR,,CAR,L 7-10,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,21,21,0,2.10,3.10,3.1,2.6,0,0,,0,0,0,0,,0,1,1,21,21.0,0,100.0,21.0,1,0,0,,0,TE,
Zay Jones,2.10,0,0,6,0,0,4,Sat,17,18,2023-01-07,27-283,JAX,,TEN,W 20-16,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,21,21,0,2.10,6.10,6.1,4.1,0,0,,0,,0,0,,0,6,4,21,5.3,0,66.7,3.5,,0,0,,0,WR,2-37
Brevin Jordan,2.10,0,0,2,0,0,2,Sat,15,16,2022-12-24,22-161,HOU,@,TEN,W 19-14,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,21,21,0,2.10,4.10,4.1,3.1,0,0,,0,0,0,0,,0,2,2,21,10.5,0,100.0,10.5,1,0,0,,0,TE,5-147
Christian Kirk,2.10,0,0,3,0,0,2,Sun,16,17,2023-01-01,26-044,JAX,@,HOU,W 31-3,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,21,21,0,2.10,4.10,4.1,3.1,0,0,,0,0,0,0,,0,3,2,21,10.5,0,66.7,7.0,1,0,0,,0,WR,2-47
George Kittle,2.10,0,0,2,0,0,1,Sun,9,10,2022-11-13,29-035,SFO,,LAC,W 22-16,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,21,21,0,2.10,3.10,3.1,2.6,0,0,,0,0,0,0,,0,2,1,21,21.0,0,50.0,10.5,1,0,0,,0,TE,5-146
Chris Manhertz,2.10,0,0,1,0,0,1,Sun,13,14,2022-12-11,30-245,JAX,@,TEN,W 36-22,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,21,21,0,2.10,3.10,3.1,2.6,0,0,,0,0,0,0,,0,1,1,21,21.0,0,100.0,21.0,1,0,0,,0,TE,
Isaiah McKenzie,2.10,0,1,3,0,0,3,Sun,8,9,2022-11-06,27-211,BUF,@,NYJ,L 17-20,0,0,0,,0,0,0,,,,,0,0,,,,,,3,9,21,21,0,2.10,4.10,4.1,3.1,1,9,9.0,0,0,0,0,,0,3,2,12,6.0,0,66.7,4.0,1,0,0,,0,WR,5-172
Tre' McKitty,2.10,0,0,6,0,0,3,Sun,9,10,2022-11-13,23-305,LAC,@,SFO,L 16-22,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,21,21,0,2.10,5.10,5.1,3.6,0,0,,0,,0,0,,0,6,3,21,7.0,0,50.0,3.5,,0,0,,0,TE,3-97
David Montgomery,2.10,0,7,0,0,0,7,Sun,17,18,2023-01-08,25-215,CHI,,MIN,L 13-29,0,0,0,,0,0,0,,,,,0,0,,,,,,7,21,21,21,0,2.10,2.10,2.1,2.1,7,21,3.0,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,3-73
Chris Moore,2.10,0,0,5,0,0,3,Sun,16,17,2023-01-01,29-199,HOU,,JAX,L 3-31,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,21,21,0,2.10,5.10,5.1,3.6,0,0,,0,0,0,0,,0,5,3,21,7.0,0,60.0,4.2,2,0,0,,0,WR,4-107
Chris Myarick,2.10,0,0,2,0,0,2,Sun,7,7,2022-10-23,27-017,NYG,@,JAX,W 23-17,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,21,21,0,2.10,4.10,4.1,3.1,0,0,,0,0,0,0,,0,2,2,21,10.5,0,100.0,10.5,2,0,0,,0,FB,
David Njoku,2.10,0,0,3,0,0,1,Sun,16,17,2023-01-01,26-175,CLE,@,WAS,W 24-10,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,21,21,0,2.10,3.10,3.1,2.6,0,0,,0,0,0,0,,0,3,1,21,21.0,0,33.3,7.0,1,0,0,,0,TE,1-29
Dare Ogunbowale,2.10,0,2,3,1,0,4,Sun,12,13,2022-12-04,28-214,HOU,,CLE,L 14-27,0,0,0,,0,0,0,,,,,0,0,,,,,,4,8,21,42,21,2.10,4.10,4.1,3.1,2,8,4.0,0,1,1,21,21.0,0,3,2,13,6.5,0,66.7,4.3,0,0,0,,0,RB,
Josh Oliver,2.10,0,0,3,0,0,2,Sun,6,6,2022-10-16,25-209,BAL,@,NYG,L 20-24,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,21,21,0,2.10,4.10,4.1,3.1,0,0,,0,0,0,0,,0,3,2,21,10.5,0,66.7,7.0,1,0,0,,0,TE,3-69
Kalif Raymond,2.10,0,1,5,0,0,4,Sun,4,4,2022-10-02,28-055,DET,,SEA,L 45-48,0,0,0,,0,0,0,,,,,0,0,,,,,,4,3,41,41,0,2.10,5.10,6.1,3.6,1,3,3.0,0,0,0,0,,0,5,3,38,12.7,0,60.0,7.6,1,0,0,,0,WR,
Hunter Renfrow,2.10,0,0,6,0,2,3,Sun,1,1,2022-09-11,26-264,LVR,@,LAC,L 19-24,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,21,25,4,2.10,5.10,5.1,3.6,0,0,,0,0,0,0,,0,6,3,21,7.0,0,50.0,3.5,2,2,4,2.0,0,WR,5-149
Boston Scott,2.10,0,4,1,0,0,5,Mon,2,2,2022-09-19,27-145,PHI,,MIN,W 24-7,0,0,0,,0,0,0,,,,,0,0,,,,,,5,19,21,21,0,2.10,3.10,3.1,2.6,4,19,4.8,0,1,0,0,,0,1,1,2,2.0,0,100.0,2.0,0,0,0,,0,RB,6-201
Boston Scott,2.10,0,7,0,0,0,7,Sun,7,8,2022-10-30,27-186,PHI,,PIT,W 35-13,0,0,0,,0,0,0,,,,,0,0,,,,,,7,21,21,21,0,2.10,2.10,2.1,2.1,7,21,3.0,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,6-201
Boston Scott,2.10,0,6,1,2,0,7,Sun,12,13,2022-12-04,27-221,PHI,,TEN,W 35-10,0,0,0,,0,0,0,,,,,0,0,,,,,,7,16,21,58,37,2.10,3.10,3.1,2.6,6,16,2.7,0,,2,37,18.5,0,1,1,5,5.0,0,100.0,5.0,,0,0,,0,RB,6-201
Laviska Shenault Jr.,2.10,0,1,2,0,0,3,Sun,12,12,2022-11-27,24-053,CAR,,DEN,W 23-10,0,0,0,,0,0,0,,,,,0,0,,,,,,3,2,21,21,0,2.10,4.10,4.1,3.1,1,2,2.0,0,0,0,0,,0,2,2,19,9.5,0,100.0,9.5,2,0,0,,0,WR,2-42
Cam Sims,2.10,0,0,2,0,0,1,Sun,8,8,2022-10-30,26-297,WAS,@,IND,W 17-16,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,21,21,0,2.10,3.10,3.1,2.6,0,0,,0,0,0,0,,0,2,1,21,21.0,0,50.0,10.5,1,0,0,,0,WR,
Devin Singletary,2.10,0,6,3,0,0,8,Mon,2,2,2022-09-19,25-016,BUF,,TEN,W 41-7,0,0,0,,0,0,0,,,,,0,0,,,,,,8,19,21,21,0,2.10,4.10,4.1,3.1,6,19,3.2,0,1,0,0,,0,3,2,2,1.0,0,66.7,0.7,0,0,0,,0,RB,3-74
Jonnu Smith,2.10,0,0,3,0,0,3,Sun,9,9,2022-11-06,27-076,NWE,,IND,W 26-3,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,21,21,0,2.10,5.10,5.1,3.6,0,0,,0,0,0,0,,0,3,3,21,7.0,0,100.0,7.0,1,0,0,,0,TE,3-100
Jonnu Smith,2.10,0,0,4,0,0,3,Sat,15,16,2022-12-24,27-124,NWE,,CIN,L 18-22,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,21,21,0,2.10,5.10,5.1,3.6,0,0,,0,,0,0,,0,4,3,21,7.0,0,75.0,5.3,,0,0,,0,TE,3-100
JuJu Smith-Schuster,2.10,0,0,3,0,0,2,Sun,16,17,2023-01-01,26-040,KAN,,DEN,W 27-24,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,21,21,0,2.10,4.10,4.1,3.1,0,0,,0,0,0,0,,0,3,2,21,10.5,0,66.7,7.0,2,0,0,,0,WR,2-62
Durham Smythe,2.10,0,0,2,1,0,2,Sun,12,13,2022-12-04,27-117,MIA,@,SFO,L 17-33,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,21,30,9,2.10,4.10,4.1,3.1,0,0,,0,0,1,9,9.0,0,2,2,21,10.5,0,100.0,10.5,1,0,0,,0,TE,4-123
Jack Stoll,2.10,0,0,1,0,0,1,Sun,6,6,2022-10-16,24-261,PHI,,DAL,W 26-17,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,21,21,0,2.10,3.10,3.1,2.6,0,0,,0,0,0,0,,0,1,1,21,21.0,0,100.0,21.0,1,0,0,,0,TE,
Ian Thomas,2.10,0,0,2,0,0,2,Sun,12,12,2022-11-27,26-174,CAR,,DEN,W 23-10,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,21,21,0,2.10,4.10,4.1,3.1,0,0,,0,0,0,0,,0,2,2,21,10.5,0,100.0,10.5,2,0,0,,0,TE,4-101
Tyquan Thornton,2.10,0,0,4,0,0,1,Sun,14,15,2022-12-18,22-133,NWE,@,LVR,L 24-30,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,21,21,0,2.10,3.10,3.1,2.6,0,0,,0,0,0,0,,0,4,1,21,21.0,0,25.0,5.3,1,0,0,,0,WR,2-50
Eric Tomlinson,2.10,0,0,2,0,0,2,Sun,7,7,2022-10-23,30-184,DEN,,NYJ,L 9-16,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,21,21,0,2.10,4.10,4.1,3.1,0,0,,0,0,0,0,,0,2,2,21,10.5,0,100.0,10.5,1,0,0,,0,TE,
Rachaad White,2.10,0,6,2,0,0,8,Sun,1,1,2022-09-11,23-242,TAM,@,DAL,W 19-3,0,0,0,,0,0,0,,,,,0,0,,,,,,8,14,21,21,0,2.10,4.10,4.1,3.1,6,14,2.3,0,1,0,0,,0,2,2,7,3.5,0,100.0,3.5,0,0,0,,0,RB,3-91
Avery Williams,2.10,0,1,0,0,1,1,Sun,4,4,2022-10-02,24-079,ATL,,CLE,W 23-20,0,0,0,,0,0,0,,,,,0,0,,,,,,1,21,21,39,18,2.10,2.10,2.1,2.1,1,21,21.0,0,1,0,0,,0,0,0,0,,0,,,0,1,18,18.0,0,RB,5-183
Kyren Williams,2.10,0,6,1,0,0,7,Sun,15,16,2022-12-25,22-121,LAR,,DEN,W 51-14,0,0,0,,0,0,0,,,,,0,0,,,,,,7,18,21,21,0,2.10,3.10,3.1,2.6,6,18,3.0,0,1,0,0,,0,1,1,3,3.0,0,100.0,3.0,0,0,0,,0,RB,5-164
Cedrick Wilson Jr.,2.10,0,0,2,0,0,1,Sat,14,15,2022-12-17,27-027,MIA,@,BUF,L 29-32,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,21,21,0,2.10,3.10,3.1,2.6,0,0,,0,0,0,0,,0,2,1,21,21.0,0,50.0,10.5,1,0,0,,0,WR,6-208
Nick Foles ,2.04,8,1,0,0,0,1,Sun,16,17,2023-01-01,33-346,IND,@,NYG,L 10-38,8,13,5,61.5,81,0,1,1,0.0,7.7,47.3,1,9,7.14,6.2,2.77,1.93,10.1,1,80,8,8,0,2.04,2.04,3.0,3.0,1,8,8.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,3-88
Dan Arnold,2.00,0,0,2,0,0,1,Sun,5,5,2022-10-09,27-208,JAX,,HOU,L 6-13,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,20,0,2.00,3.00,3.0,2.5,0,0,,0,0,0,0,,0,2,1,20,20.0,0,50.0,10.0,1,0,0,,0,TE,
Chris Boswell,2.00,0,0,0,0,0,0,Sun,13,14,2022-12-11,31-270,PIT,,BAL,L 14-16,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Matt Breida,2.00,0,6,0,0,0,6,Sun,9,10,2022-11-13,27-258,NYG,,HOU,W 24-16,0,0,0,,0,0,0,,,,,0,0,,,,,,6,20,20,20,0,2.00,2.00,2.0,2.0,6,20,3.3,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,
Harrison Bryant,2.00,0,0,2,0,0,2,Sun,17,18,2023-01-08,24-260,CLE,@,PIT,L 14-28,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,2,2,20,10.0,0,100.0,10.0,1,0,0,,0,TE,4-115
Randy Bullock,2.00,0,0,0,0,0,0,Sun,13,14,2022-12-11,32-360,TEN,,JAX,L 22-36,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-161
Randy Bullock,2.00,0,0,0,0,0,0,Sun,14,15,2022-12-18,33-002,TEN,@,LAC,L 14-17,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-161
Randy Bullock,2.00,0,0,0,0,0,0,Sat,15,16,2022-12-24,33-008,TEN,,HOU,L 14-19,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-161
Lawrence Cager,2.00,0,0,3,0,0,2,Sun,10,11,2022-11-20,25-092,NYG,,DET,L 18-31,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,3,2,20,10.0,0,66.7,6.7,1,0,0,,0,TE,
Lawrence Cager,2.00,0,0,2,0,0,1,Thu,11,12,2022-11-24,25-096,NYG,@,DAL,L 20-28,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,20,0,2.00,3.00,3.0,2.5,0,0,,0,0,0,0,,0,2,1,20,20.0,0,50.0,10.0,1,0,0,,0,TE,
Marquez Callaway,2.00,0,0,6,0,0,2,Thu,7,7,2022-10-20,24-207,NOR,@,ARI,L 34-42,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,6,2,20,10.0,0,33.3,3.3,1,0,0,,0,WR,
Daniel Carlson,2.00,0,0,0,0,0,0,Sun,9,10,2022-11-13,27-294,LVR,,IND,L 20-25,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-167
Ty Chandler,2.00,0,6,0,0,0,6,Sun,17,18,2023-01-08,24-241,MIN,@,CHI,W 29-13,0,0,0,,0,0,0,,,,,0,0,,,,,,6,20,20,20,0,2.00,2.00,2.0,2.0,6,20,3.3,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,5-169
Randall Cobb,2.00,0,0,2,0,1,2,Sun,16,17,2023-01-01,32-132,GNB,,MIN,W 41-17,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,35,15,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,2,2,20,10.0,0,100.0,10.0,1,1,15,15.0,0,WR,2-64
Brandin Cooks,2.00,0,0,6,0,0,4,Sun,5,5,2022-10-09,29-014,HOU,@,JAX,W 13-6,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,20,20,0,2.00,6.00,6.0,4.0,0,0,,0,,0,0,,0,6,4,20,5.0,0,66.7,3.3,,0,0,,0,WR,1-20
Mason Crosby,2.00,0,0,0,0,0,0,Sun,3,3,2022-09-25,38-022,GNB,@,TAM,W 14-12,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-193
Will Dissly,2.00,0,0,3,0,0,2,Sun,13,14,2022-12-11,26-156,SEA,,CAR,L 24-30,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,3,2,20,10.0,0,66.7,6.7,1,0,0,,0,TE,4-120
Romeo Doubs,2.00,0,0,4,0,0,3,Sun,16,17,2023-01-01,22-263,GNB,,MIN,W 41-17,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,20,20,0,2.00,5.00,5.0,3.5,0,0,,0,0,0,0,,0,4,3,20,6.7,0,75.0,5.0,2,0,0,,0,WR,4-132
Noah Fant,2.00,0,0,4,0,0,4,Sun,17,18,2023-01-08,25-049,SEA,,LAR,W 19-16 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,20,20,0,2.00,6.00,6.0,4.0,0,0,,0,,0,0,,0,4,4,20,5.0,0,100.0,5.0,,0,0,,0,TE,1-20
Nick Folk,2.00,0,0,0,0,0,0,Mon,7,7,2022-10-24,37-353,NWE,,CHI,L 14-33,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-178
Russell Gage,2.00,0,0,4,0,0,2,Sun,6,6,2022-10-16,26-267,TAM,@,PIT,L 18-20,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,4,2,20,10.0,0,50.0,5.0,1,0,0,,0,WR,6-194
Kenneth Gainwell,2.00,0,3,0,0,0,3,Sun,5,5,2022-10-09,23-209,PHI,@,ARI,W 20-17,0,0,0,,0,0,0,,,,,0,0,,,,,,3,20,20,20,0,2.00,2.00,2.0,2.0,3,20,6.7,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,5-150
Graham Gano,2.00,0,0,0,0,0,0,Sun,13,14,2022-12-11,35-246,NYG,,PHI,L 22-48,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Matt Gay,2.00,0,0,0,0,0,0,Sun,7,8,2022-10-30,28-229,LAR,,SFO,L 14-31,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-145
Robbie Gould,2.00,0,0,0,0,0,0,Sun,6,6,2022-10-16,39-314,SFO,@,ATL,L 14-28,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
A.J. Green,2.00,0,0,5,0,0,3,Sun,5,5,2022-10-09,34-070,ARI,,PHI,L 17-20,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,20,20,0,2.00,5.00,5.0,3.5,0,0,,0,0,0,0,,0,5,3,20,6.7,0,60.0,4.0,2,0,0,,0,WR,1-4
Hunter Henry,2.00,0,0,3,0,0,2,Sun,1,1,2022-09-11,27-278,NWE,@,MIA,L 7-20,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,3,2,20,10.0,0,66.7,6.7,1,0,0,,0,TE,2-35
Hunter Henry,2.00,0,0,1,0,0,1,Sun,10,11,2022-11-20,27-348,NWE,,NYJ,W 10-3,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,20,0,2.00,3.00,3.0,2.5,0,0,,0,0,0,0,,0,1,1,20,20.0,0,100.0,20.0,1,0,0,,0,TE,2-35
Taysom Hill,2.00,0,6,2,0,0,7,Sun,12,12,2022-11-27,32-096,NOR,@,SFO,L 0-13,0,1,1,0.0,0,0,0,,0.0,0.0,39.6,0,0,0.00,0.0,0.00,0.00,,7,13,20,20,0,2.00,3.00,3.0,2.5,6,13,2.2,0,,0,0,,0,2,1,7,7.0,0,50.0,3.5,,0,0,,0,TE,
Kendall Hinton,2.00,0,0,1,0,0,1,Sun,2,2,2022-09-18,25-211,DEN,,HOU,W 16-9,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,20,0,2.00,3.00,3.0,2.5,0,0,,0,0,0,0,,0,1,1,20,20.0,0,100.0,20.0,1,0,0,,0,WR,
Austin Hooper,2.00,0,0,3,0,0,2,Sat,15,16,2022-12-24,28-056,TEN,,HOU,L 14-19,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,3,2,20,10.0,0,66.7,6.7,1,0,0,,0,TE,3-81
Richie James,2.00,0,0,3,0,3,3,Sun,12,13,2022-12-04,27-090,NYG,,WAS,T 20-20 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,20,38,18,2.00,5.00,5.0,3.5,0,0,,0,0,0,0,,0,3,3,20,6.7,0,100.0,6.7,1,3,18,6.0,0,WR,7-240
Tim Jones,2.00,0,0,1,0,0,1,Sun,6,6,2022-10-16,24-153,JAX,@,IND,L 27-34,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,20,0,2.00,3.00,3.0,2.5,0,0,,0,0,0,0,,0,1,1,20,20.0,0,100.0,20.0,1,0,0,,0,WR,
Tony Jones,2.00,0,2,2,0,0,4,Sun,2,2,2022-09-18,24-298,NOR,,TAM,L 10-20,0,0,0,,0,0,0,,,,,0,0,,,,,,4,8,20,20,0,2.00,4.00,4.0,3.0,2,8,4.0,0,,0,0,,0,2,2,12,6.0,0,100.0,6.0,,0,0,,0,RB,
Brevin Jordan,2.00,0,0,3,0,0,1,Sun,16,17,2023-01-01,22-169,HOU,,JAX,L 3-31,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,20,0,2.00,3.00,3.0,2.5,0,0,,0,0,0,0,,0,3,1,20,20.0,0,33.3,6.7,1,0,0,,0,TE,5-147
Joshua Kelley,2.00,0,2,3,0,0,4,Sun,11,12,2022-11-27,25-007,LAC,@,ARI,W 25-24,0,0,0,,0,0,0,,,,,0,0,,,,,,4,4,20,20,0,2.00,4.00,4.0,3.0,2,4,2.0,0,0,0,0,,0,3,2,16,8.0,0,66.7,5.3,1,0,0,,0,RB,4-112
Jarvis Landry,2.00,0,0,4,0,0,2,Sun,12,12,2022-11-27,29-364,NOR,@,SFO,L 0-13,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,4,2,20,10.0,0,50.0,5.0,1,0,0,,0,WR,2-63
Wil Lutz,2.00,0,0,0,0,0,0,Sun,3,3,2022-09-25,28-080,NOR,@,CAR,L 14-22,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Ray-Ray McCloud,2.00,0,0,2,2,2,1,Sun,1,1,2022-09-11,25-331,SFO,@,CHI,L 10-19,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,85,65,2.00,3.00,3.0,2.5,0,0,,0,0,2,42,21.0,0,2,1,20,20.0,0,50.0,10.0,1,2,23,11.5,0,WR,6-187
J.D. McKissic,2.00,0,2,3,0,0,2,Thu,6,6,2022-10-13,29-059,WAS,@,CHI,W 12-7,0,0,0,,0,0,0,,,,,0,0,,,,,,2,20,20,20,0,2.00,2.00,2.0,2.0,2,20,10.0,0,1,0,0,,0,3,0,0,,0,0.0,0.0,0,0,0,,0,RB,
J.D. McKissic,2.00,0,2,5,0,0,5,Sun,8,8,2022-10-30,29-076,WAS,@,IND,W 17-16,0,0,0,,0,0,0,,,,,0,0,,,,,,5,6,20,20,0,2.00,5.00,5.0,3.5,2,6,3.0,0,,0,0,,0,5,3,14,4.7,0,60.0,2.8,,0,0,,0,RB,
Jerick McKinnon,2.00,0,7,1,0,0,7,Sun,3,3,2022-09-25,30-145,KAN,@,IND,L 17-20,0,0,0,,0,0,0,,,,,0,0,,,,,,7,20,20,20,0,2.00,2.00,2.0,2.0,7,20,2.9,0,,0,0,,0,1,0,0,,0,0.0,0.0,,0,0,,0,RB,3-96
Chris Moore,2.00,0,1,6,0,0,3,Sun,17,18,2023-01-08,29-206,HOU,@,IND,W 32-31,0,0,0,,0,0,0,,,,,0,0,,,,,,3,-2,20,20,0,2.00,4.00,4.0,3.0,1,-2,-2.0,0,0,0,0,,0,6,2,22,11.0,0,33.3,3.7,2,0,0,,0,WR,4-107
Foster Moreau,2.00,0,0,2,0,0,2,Sun,14,15,2022-12-18,25-226,LVR,,NWE,W 30-24,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,,0,0,,0,2,2,20,10.0,0,100.0,10.0,,0,0,,0,TE,4-137
